LOC,CyclomaticComplexity,ParameterCount,IsBuggy
0.168831,0,0.25,no
0.038961,0,0,no
0.064935,0.125,0.25,no
0.077922,0.125,0.5,no
0.025974,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.441558,0,0,no
0.12987,0,0,no
0.12987,0,0,no
1,0.125,0.5,no
0.064935,0.125,0.25,no
0.051948,0,0,no
0.064935,0.125,0.25,no
0.051948,0,0,no
0.064935,0.125,0.25,no
0.051948,0,0,no
0.493506,0.125,0.25,no
0.064935,0.125,0.25,no
0.051948,0,0,no
0.064935,0.125,0.25,no
0.116883,0,0,no
0.038961,0,0,no
0.233766,0.25,0,no
0.051948,0,0.5,no
0.038961,0,0.5,no
0.038961,0,0.25,no
0.181818,0,0.25,no
0.038961,0,0.25,no
0.090909,0.125,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0,0,0,no
0,0,0.5,no
0,0,0.25,no
0.012987,0,0.75,no
0,0,0.5,no
0,0,0.25,no
0,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.051948,0,0.25,no
0.025974,0,0,no
0.103896,0.125,0,no
0.038961,0,0.25,no
0.12987,0.125,0.25,no
0.038961,0,0.25,no
0.051948,0,0.25,no
0.12987,0.125,0,no
0.12987,0.125,0.25,no
0.25974,0.25,0.25,no
0.168831,0.125,0.25,no
0.116883,0.125,0.25,no
0.207792,0.125,0.25,no
0.116883,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0.012987,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.051948,0,0,no
0.142857,0.125,0,no
0.064935,0,0.5,no
0.077922,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0,no
0.025974,0,0,no
0.103896,0.125,0.25,no
0.285714,0.5,0.5,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.5,no
0.142857,0.125,0,no
0.12987,0.375,0.25,no
0.103896,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.5,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.025974,0,0.5,no
0.12987,0.125,0,no
0.12987,0.125,0,no
0.025974,0,0.25,no
0.116883,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0,no
0.025974,0,0,no
0.038961,0,0.5,no
0.038961,0,0.25,no
0.064935,0,0.75,no
0.038961,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.12987,0.125,0.5,no
0.142857,0.125,0.25,no
0.194805,0.125,0.25,no
0.155844,0.125,0.25,no
0.207792,0.125,0.25,no
0.142857,0.125,0.25,no
0.194805,0.125,0.25,no
0.025974,0,0.5,no
0.116883,0.125,0.5,no
0.025974,0,0.5,no
0.051948,0,0.5,no
0.025974,0,0.5,no
0.025974,0,0.5,no
0.103896,0.125,0.5,no
0.025974,0,0.5,no
0.025974,0,0.5,no
0.051948,0,0.5,no
0.051948,0,0.5,no
0.142857,0.125,0,no
0.116883,0.125,0,no
0.116883,0.125,0,no
0.025974,0,0.25,no
0.038961,0,0.75,no
0.155844,0.5,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.5,no
0.025974,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.064935,0,0.25,no
0.064935,0,0.25,no
0.064935,0,0.25,no
0.038961,0,0,no
0.038961,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0.25,no
0.103896,0.125,0.25,no
0.103896,0.125,0.25,no
0.025974,0,0,no
0.038961,0,0.25,no
0.064935,0,0.75,no
0.038961,0,0.5,no
0.025974,0,0.5,no
0.025974,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0,0.25,no
0.051948,0,0,no
0,0,0,no
0,0,0,no
0.038961,0,0.5,no
0.038961,0,0.75,no
0.038961,0,0.75,no
0.064935,0,1,no
0,0,0.5,no
0.116883,0.125,0.5,no
0.038961,0,0.5,no
0.038961,0,0.75,no
0,0,0.25,no
0.090909,0.125,0.25,no
0.025974,0,0.5,no
0.025974,0,0.75,no
0.181818,0,0.25,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.038961,0,0,no
0.038961,0,0.25,no
0.038961,0,0.75,no
0,0,0.5,no
0.051948,0,0.5,no
0.038961,0,0,no
0.038961,0,0.25,no
0.12987,0.125,0.75,no
0.077922,0,0.5,no
0.051948,0,0.5,no
0.051948,0,0.75,no
0.038961,0,0.25,no
0.038961,0,0,no
0.038961,0,0.25,no
0.038961,0,0.75,no
0.051948,0,0.75,no
0.12987,0.125,0.75,no
0.025974,0,0.25,no
0.142857,0.25,0.75,no
0.025974,0,0.5,no
0,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0,0,0.25,no
0.012987,0,0,no
0.25974,0,0.75,no
0.051948,0,1,no
0.051948,0,0.75,no
0.051948,0,1,no
0.038961,0,0.75,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.233766,0.125,0.75,no
0.038961,0,0.25,no
0.116883,0.125,0,no
0.350649,0.25,0.25,no
0.116883,0.125,0,no
0.077922,0.125,0.25,no
0.025974,0,0.25,no
0.142857,0,0.5,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.75,no
0.246753,0.125,1,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.077922,0,0,no
0.246753,0.125,1,no
0.038961,0,0.25,no
0.025974,0,0.75,no
0.051948,0,1,no
0.051948,0,1,no
0.051948,0,0.25,no
0.025974,0,0,no
0.272727,0.125,0.75,no
0.038961,0,0.25,no
0.116883,0.125,0,no
0.532468,0.25,0.75,no
0.168831,0.125,0.25,no
0.038961,0,0.25,no
0.025974,0,0.25,no
0.051948,0.125,0.25,no
0.064935,0,0,no
0.077922,0,0.75,no
0.051948,0,0.25,no
0.038961,0,1,no
0.675325,0.75,0.25,no
0.181818,0.25,0,no
0.077922,0.125,0.25,no
0.519481,0.5,0.25,no
0.181818,0.25,0,no
0.077922,0.125,0.25,no
0.272727,0.125,1,no
0.038961,0,0.25,no
0.181818,0,0,no
0.038961,0,0,no
0.155844,0.125,0,no
0.896104,0.375,1,no
0.116883,0.125,0.25,no
0.116883,0.125,0.25,no
0.116883,0.125,0.25,no
0.116883,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.155844,0.125,0.25,no
0.116883,0.125,0.25,no
0.142857,0.5,0.25,no
0.220779,0.25,0,no
0.12987,0,0.75,no
0.025974,0,0,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.051948,0,0.25,no
0.051948,0,0.25,no
0.038961,0,0.25,no
0.051948,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.233766,0.125,0.25,no
0.064935,0.125,0,no
0.090909,0.125,0.25,no
0.298701,0.25,0.25,no
0.064935,0.125,0,no
0.090909,0.125,0.25,no
0.25974,0.25,0,no
0.181818,0.125,0,no
0.155844,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0.5,no
0.038961,0,0.75,no
0.883117,0.5,0.25,no
0.051948,0,0.25,no
0.064935,0,0.25,no
0.064935,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.090909,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.038961,0,0,no
0.025974,0,0.5,no
0.12987,0.25,0,no
0.298701,0.375,0,no
0.207792,0.25,0,no
0.220779,0.25,0,no
0.311688,0.375,0,no
0.077922,0.125,0,no
0.077922,0.125,0,no
0.025974,0,0,no
0.181818,0.25,0.25,no
0.051948,0,0,no
0.051948,0,0,no
0.103896,0.125,0.25,no
0.116883,0.125,0.25,no
0.116883,0.125,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.103896,0.125,0,no
0.038961,0,0,no
0.285714,0.125,0.25,no
0.038961,0,0,no
0.285714,0.125,0.25,no
0.038961,0,0,no
0.285714,0.125,0.25,no
0.038961,0,0,no
0.090909,0,0.25,no
0.571429,0,0,no
0.337662,0,0.5,no
0.038961,0,0,no
0.038961,0,0.25,no
0.064935,0,0.25,no
0.116883,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0.5,no
0.038961,0,0.25,no
0.038961,0,0.5,no
0.038961,0,0,no
0.051948,0,0.25,no
0.025974,0,1,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.623377,1,0,no
0.051948,0,0,no
0.051948,0,0,no
0.051948,0,0,no
0.064935,0,0,no
0.051948,0,0,no
0.051948,0,0,no
0.051948,0,0,no
0.207792,0.375,0.25,no
0.61039,0.625,0.75,no
0.337662,0.375,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.298701,0.375,0.25,no
0.25974,0.375,0.5,no
0.194805,0.125,0.75,no
0.350649,0.375,0.5,no
0.181818,0.25,0.5,no
0.077922,0,0.25,no
0.103896,0,0.25,no
0.324675,0.375,0.25,no
0.285714,0.25,0.25,no
0.038961,0.125,0.25,no
0.246753,0.625,0.5,no
0.233766,0.625,0.5,no
0.077922,0.125,0.25,no
0.324675,0.5,0.5,no
0.155844,0.25,0.5,no
0.350649,0.625,0.5,no
0.025974,0,0.25,no
0.103896,0.125,0.25,no
0.12987,0,0.5,no
0.181818,0.125,0.25,no
0.038961,0,0.25,no
0.285714,0.125,0,no
0.233766,0.125,0,no
0.246753,0,0,no
0.246753,0.375,0,no
0.207792,0.125,0.25,no
0.207792,0.25,0,no
0.194805,0.125,0,no
0.324675,0.375,0,no
0.233766,0.25,0,no
0.155844,0,0,no
0.220779,0.25,0,no
0.493506,0.5,0,no
0.025974,0,0.25,no
0.168831,0.25,0.75,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.051948,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.571429,0.375,0.75,no
0.350649,0.5,0.75,yes
0.077922,0,0.25,no
0.142857,0.25,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.480519,0.5,0,no
0.558442,0.5,0,no
0.025974,0,0.25,no
0.181818,0.125,0,no
0.038961,0,0.25,no
0.077922,0,0.25,no
0.038961,0,0.25,no
0.142857,0.375,0,no
0.038961,0.125,0,no
0.064935,0.125,0,no
0.103896,0.125,0,no
0.155844,0.125,0,no
0.168831,0,0.25,no
0.103896,0,0.25,no
0.753247,0.5,0.5,no
0.272727,0.375,0.5,no
0.454545,1,0.75,no
0.090909,0,0.25,no
0.051948,0,0.25,no
0.077922,0,0,no
0,0,0,no
0.324675,0.375,0.5,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0.155844,0.125,0,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.142857,0.5,0,no
0,0,0,no
0,0,0.25,no
0.038961,0,0,no
0.12987,0.25,0.25,no
0.194805,0.25,0.25,no
0.194805,0.25,0.25,no
0.103896,0,0,no
0.103896,0,0,no
0.103896,0,0,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.116883,0,0,no
0.064935,0.125,0.25,no
0.025974,0,0.25,no
0.051948,0.125,0.25,no
0.181818,0.25,0,no
0.038961,0,0.25,no
0.038961,0,0,no
0.25974,0.5,0,no
0.025974,0,0,no
0.142857,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.116883,0.125,0,no
0.207792,0.25,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0.090909,0,0,no
0,0,0,no
0,0,0,no
0,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.402597,1,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.103896,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.272727,0.5,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.077922,0.125,0,no
0.077922,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.103896,0.25,0.25,no
0,0,0,no
0,0,0,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0.051948,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.077922,0.125,0.25,no
0.064935,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.077922,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.064935,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.168831,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.051948,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.12987,0.25,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0,0,no
0.025974,0,0,no
0.077922,0.125,0,no
0.077922,0.125,0.25,no
0.025974,0.125,0,no
0.025974,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.064935,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.064935,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.064935,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.077922,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.038961,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.064935,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.12987,0.125,0.25,no
0.194805,0.375,0.25,no
0.103896,0,0,no
0.090909,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0.125,0,no
0.025974,0.125,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.038961,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.142857,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.051948,0.125,0,no
0.038961,0,0.25,no
0.051948,0.125,0,no
0.038961,0,0.25,no
0.051948,0.125,0,no
0.038961,0,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.103896,0.125,0.25,no
0.116883,0.125,0.25,no
0.051948,0,0,no
0.142857,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.077922,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.077922,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.038961,0,0.25,no
0.038961,0,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0.25,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.142857,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0.25,no
0.103896,0.125,0.25,no
0.051948,0,0,no
0.077922,0.25,0.25,no
0.077922,0.125,0.25,no
0.155844,0.25,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.077922,0.125,0,no
0.181818,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.077922,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.298701,0.375,0,no
0.025974,0,0,no
0.038961,0,0.25,no
0.311688,0.375,0,no
0.025974,0,0,no
0.038961,0,0.25,no
0.311688,0.375,0,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.142857,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.168831,0.25,0.25,no
0.025974,0,0,no
0.064935,0.125,0.25,no
0.12987,0.125,0,no
0.116883,0,0,no
0.116883,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.025974,0,0,no
0.142857,0.125,0.75,no
0.025974,0,0,no
0.025974,0,0,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.077922,0.125,0.25,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.090909,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.077922,0,0.5,no
0.038961,0,0,no
0.025974,0,0,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.025974,0,0.25,no
0.025974,0,0,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.025974,0.125,0,no
0.025974,0,0.25,no
0.051948,0.125,0,no
0.051948,0.125,0.25,no
0.025974,0,0,no
0.025974,0,0.25,no
0.025974,0,0.25,no
0.025974,0.125,0,no
0.207792,0.5,0.5,no
0.038961,0,0,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.090909,0.125,0.25,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.142857,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.038961,0,0,no
0.038961,0,0,no
0.038961,0,0.25,no
0.103896,0.125,0.25,no
0.103896,0.125,0,no
0.051948,0,0.25,no
0.051948,0,0,no
0.077922,0.25,0.25,no
0.077922,0.125,0.25,no
0.155844,0.25,0.25,no
0.038961,0,0,no
0.051948,0,0,no
0.090909,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.051948,0,0,no
0.077922,0.125,0.25,no
0.077922,0.125,0,no
0,0,0.5,no
0,0,0.25,no
0,0,0.25,no
0,0,0.5,no
0,0,0.25,no
0,0,0.5,no
0,0,0.25,no
0,0,0.25,no
0,0,0.5,no
0,0,0.25,no
0.012987,0,0.75,no
0.012987,0,0.75,no
0.012987,0,0.75,no
0,0,0.5,no
0,0,0.75,no
0.012987,0,0.75,no
0,0,0.75,no
0,0,0.25,no
0,0,0.5,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0.25,no
0,0,0,no
0,0,0,no
0,0,0.5,no
0,0,0.25,no
0,0,0.25,no
0,0,0.5,no
0,0,0.25,no
0,0,0.5,no
0,0,0.25,no
0,0,0.25,no
0,0,0.5,no
