Project,MethodName,Release,LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/shutdown(),4.0.0,42,8,0,5,3,3,206,4,0,70.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/PubSubServer(ServerConfiguration, Thread.UncaughtExceptionHandler)",4.0.0,67,4,2,2,2,2,201,1,0,101.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/uncaughtException(Thread, Throwable)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/run(),4.0.0,36,3,0,1,1,1,200,0,0,200.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/PubSubServer(ServerConfiguration),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/errorMsgAndExit(String, Throwable, int)",4.0.0,5,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java/main(String[]),4.0.0,23,5,1,1,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java/PubSubServerPipelineFactory(UmbrellaHandler, SslServerContextFactory, int)",4.0.0,5,1,3,0,1,1,76,0,0,76.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java/getPipeline(),4.0.0,20,2,0,1,2,2,77,1,0,39.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/UmbrellaHandler(ChannelGroup, Map, boolean)",4.0.0,7,1,3,0,2,2,159,1,0,80.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/exceptionCaught(ChannelHandlerContext, ExceptionEvent)",4.0.0,26,3,2,2,1,1,158,0,1,158.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/channelOpen(ChannelHandlerContext, ChannelStateEvent)",4.0.0,9,2,2,1,1,1,158,0,0,158.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/channelConnected(ChannelHandlerContext, ChannelStateEvent)",4.0.0,17,4,2,3,1,1,158,0,1,158.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/operationComplete(ChannelFuture),4.0.0,10,3,1,2,1,1,158,0,1,158.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/channelDisconnected(ChannelHandlerContext, ChannelStateEvent)",4.0.0,7,1,2,0,1,1,158,0,0,158.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/sendErrorResponseToMalformedRequest(Channel, long, String)",4.0.0,8,2,3,1,1,1,158,0,0,158.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java/messageReceived(ChannelHandlerContext, MessageEvent)",4.0.0,22,3,2,2,2,2,159,1,0,80.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/InMemoryLedgerRange(LedgerRange, long, LedgerHandle)",4.0.0,5,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/InMemoryLedgerRange(LedgerRange, long)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/BookkeeperPersistenceManager(BookKeeper, ZooKeeper, TopicManager, ServerConfiguration, ScheduledExecutorService)",4.0.0,8,1,5,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/RangeScanOp(RangeScanRequest),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/runInternal(),4.0.0,12,2,0,1,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/read(InMemoryLedgerRange, long, long)",4.0.0,91,10,3,8,2,2,222,22,0,122.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeOpenComplete(int, LedgerHandle, Object)",4.0.0,13,2,3,1,2,2,215,15,0,115.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeReadComplete(int, LedgerHandle, Enumeration, Object)",4.0.0,52,7,4,5,2,2,204,4,0,104.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/startReadingFrom(long),4.0.0,21,3,1,2,2,2,201,1,1,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/scanMessages(RangeScanRequest),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/deliveredUntil(ByteString, Long)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/consumedUntil(ByteString, Long)",4.0.0,25,4,2,3,1,1,200,0,1,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/getCurrentSeqIdForTopic(ByteString),4.0.0,9,2,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/getSeqIdAfterSkipping(ByteString, long, int)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/PersistOp(PersistRequest),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/runInternal(),4.0.0,53,5,0,4,3,2,227,27,0,84.66666666666667,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeAddComplete(int, LedgerHandle, long, Object)",4.0.0,26,3,4,2,3,2,226,26,0,84.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/persistMessage(PersistRequest),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/scanSingleMessage(ScanRequest),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeCloseComplete(int, LedgerHandle, Object)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/ledgersPath(ByteString),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/AcquireOp(ByteString, Callback, Object)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/run(),4.0.0,48,5,0,4,2,2,216,16,0,116.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeProcessResult(int, String, Object, byte[], Stat)",4.0.0,35,4,5,3,2,2,216,16,0,116.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeProcessResult(int, String, Object, String)",4.0.0,13,2,4,1,2,2,215,15,0,115.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/processTopicLedgersNodeData(byte[], int)",4.0.0,46,5,2,3,3,2,203,3,0,68.66666666666667,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/recoverLastTopicLedgerAndOpenNewOne(long, int, TopicInfo)",4.0.0,71,6,3,4,2,2,233,33,0,133.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeOpenComplete(int, LedgerHandle, Object)",4.0.0,64,6,3,4,2,2,233,33,0,133.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeReadComplete(int, LedgerHandle, Enumeration, Object)",4.0.0,34,4,4,2,2,2,232,32,0,132.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/openNewTopicLedger(int, TopicInfo)",4.0.0,44,4,2,4,2,2,234,34,1,134.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeCreateComplete(int, LedgerHandle, Object)",4.0.0,37,4,3,4,2,2,232,32,1,132.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/writeTopicLedgersNode(ByteString, byte[], int, TopicInfo)",4.0.0,20,2,4,1,2,2,201,1,0,101.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/safeProcessResult(int, String, Object, Stat)",4.0.0,13,2,4,1,2,2,201,1,0,101.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/acquiredTopic(ByteString, Callback, Object)",4.0.0,4,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/closeLedger(LedgerHandle),4.0.0,8,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/ReleaseOp(ByteString),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/runInternal(),4.0.0,18,4,0,4,1,1,200,0,0,200.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/lostTopic(ByteString),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/CacheKey(ByteString, long)",4.0.0,4,1,2,0,1,1,74,0,0,74.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/getTopic(),4.0.0,3,1,0,0,1,1,74,0,0,74.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/getSeqId(),4.0.0,3,1,0,0,1,1,74,0,0,74.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/hashCode(),4.0.0,8,2,0,1,1,1,74,0,0,74.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/equals(Object),4.0.0,18,8,1,7,1,1,74,0,1,74.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/toString(),4.0.0,4,1,0,0,2,2,75,1,0,38.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/CacheValue(),4.0.0,2,1,0,0,1,1,93,0,0,93.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/isStub(),4.0.0,3,1,0,0,1,1,93,0,0,93.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/getTimeOfAddition(),4.0.0,6,2,0,1,1,1,93,0,0,93.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/setMessageAndInvokeCallbacks(Message, long)",4.0.0,16,4,2,3,1,1,93,0,0,93.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/addCallback(ScanCallback, Object)",4.0.0,9,2,2,1,1,1,93,0,0,93.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/getMessage(),4.0.0,3,1,0,0,1,1,93,0,0,93.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java/setErrorAndInvokeCallbacks(Exception),4.0.0,6,2,1,1,1,1,93,0,0,93.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java/newInstance(),4.0.0,1,1,0,0,1,1,22,0,0,22.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/initialValue(),4.0.0,9,2,0,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/instance(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/LocalDBPersistenceManager(),4.0.0,13,4,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/ensureSeqIdExistsForTopic(ByteString),4.0.0,16,3,1,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/adjustTopicSeqIdForPublish(ByteString, Message)",4.0.0,25,3,2,2,1,1,200,0,1,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/getSeqIdAfterSkipping(ByteString, long, int)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/persistMessage(PersistRequest),4.0.0,55,7,1,4,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/createTable(Connection, ByteString)",4.0.0,11,2,2,0,2,2,201,1,0,101.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/getCurrentSeqIdForTopic(ByteString),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/scanSingleMessage(ScanRequest),4.0.0,5,1,1,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/scanMessages(RangeScanRequest),4.0.0,5,1,1,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/getTableNameForTopic(ByteString),4.0.0,3,1,1,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/scanMessagesInternal(ByteString, long, int, long, ScanCallback, Object, int)",4.0.0,93,12,7,8,2,2,202,2,2,102.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/deliveredUntil(ByteString, Long)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/consumedUntil(ByteString, Long)",4.0.0,22,4,2,2,2,2,201,1,1,101.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/finalize(),4.0.0,20,5,0,3,1,1,200,0,1,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java/reset(),4.0.0,5,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java/getAfterInsertingIfAbsent(Map, K, Factory)",4.0.0,10,2,3,1,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java/addToMultiMap(Map, K, V, Factory)",4.0.0,7,1,4,0,1,1,62,0,0,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java/removeFromMultiMap(Map, K, V)",4.0.0,17,4,3,3,1,1,62,0,1,62.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java/PersistRequest(ByteString, Message, Callback, Object)",4.0.0,6,1,4,0,1,1,58,0,0,58.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java/getTopic(),4.0.0,3,1,0,0,1,1,58,0,0,58.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java/getMessage(),4.0.0,3,1,0,0,1,1,58,0,0,58.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java/getCallback(),4.0.0,3,1,0,0,1,1,58,0,0,58.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java/getCtx(),4.0.0,3,1,0,0,1,1,58,0,0,58.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/persistMessage(PersistRequest),4.0.0,1,1,1,0,1,1,91,0,0,91.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/getCurrentSeqIdForTopic(ByteString),4.0.0,1,1,1,0,1,1,91,0,0,91.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/scanSingleMessage(ScanRequest),4.0.0,1,1,1,0,1,1,91,0,0,91.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/getSeqIdAfterSkipping(ByteString, long, int)",4.0.0,1,1,3,0,1,1,91,0,0,91.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/deliveredUntil(ByteString, Long)",4.0.0,1,1,2,0,1,1,91,0,0,91.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/consumedUntil(ByteString, Long)",4.0.0,1,1,2,0,1,1,91,0,0,91.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java/scanMessages(RangeScanRequest),4.0.0,1,1,1,0,1,1,27,0,0,27.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/RangeScanRequest(ByteString, long, int, long, ScanCallback, Object)",4.0.0,9,1,6,0,2,2,78,1,0,39.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getTopic(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getStartSeqId(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getMessageLimit(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getSizeLimit(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getCallback(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java/getCtx(),4.0.0,3,1,0,0,1,1,77,0,0,77.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,1,1,0,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ReadAheadCache(PersistenceManagerWithRangeScan, ServerConfiguration)",4.0.0,5,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/start(),4.0.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/getSeqIdAfterSkipping(ByteString, long, int)",4.0.0,3,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/getCurrentSeqIdForTopic(ByteString),4.0.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/persistMessage(PersistRequest),4.0.0,9,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/operationFailed(Object, PubSubException)",4.0.0,6,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/operationFinished(Object, Long)",4.0.0,18,1,2,0,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/enqueueWithoutFailure(CacheRequest),4.0.0,7,2,1,1,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/scanSingleMessage(ScanRequest),4.0.0,4,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/deliveredUntil(ByteString, Long)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/consumedUntil(ByteString, Long)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/run(),4.0.0,13,3,0,1,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/stop(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/doReadAhead(ScanRequest),4.0.0,22,2,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/doReadAheadStartingFrom(ByteString, long, int)",4.0.0,40,5,3,4,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ReadAheadScanCallback(Queue, ByteString)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/messageScanned(Object, Message)",4.0.0,33,3,2,2,2,2,202,2,0,102.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/scanFailed(Object, Exception)",4.0.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/scanFinished(Object, ReasonForFinish)",4.0.0,11,2,2,1,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/enqueueDeleteOfRemainingStubs(Exception),4.0.0,6,2,1,1,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/newInstance(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/newInstance(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/addMessageToCache(CacheKey, Message, long)",4.0.0,29,3,3,2,2,2,202,2,0,102.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/removeMessageFromCache(CacheKey, Exception, boolean, boolean)",4.0.0,26,5,4,4,2,2,201,1,0,101.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/collectOldCacheEntries(),4.0.0,28,4,0,3,2,2,205,5,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ExceptionOnCacheKey(CacheKey, Exception)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,7,1,0,0,2,2,204,4,0,104.0,yes
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/NoSuchSeqIdException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ReadAheadException(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/ScanResponse(CacheKey, Message)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/performRequest(),4.0.0,3,1,0,0,1,1,200,0,0,200.0,yes
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java/DeliveredUntil(ByteString, Long)",4.0.0,4,1,2,0,1,1,200,0,0,200.0,no
