Project,MethodName,Release,LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",4.2.0,46,2,2,1,1,1,105,0,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFinished(Object, Void)",4.2.0,22,1,2,0,1,1,105,0,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFailed(Object, PubSubException)",4.2.0,5,1,2,0,1,1,105,0,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFinished(Object, Void)",4.2.0,8,1,2,0,1,1,105,0,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFailed(Object, PubSubException)",4.2.0,5,1,2,0,1,1,105,0,0,105.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/operationFailed(Object, PubSubException)",4.2.0,4,1,2,0,2,2,65,0,0,32.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/operationFinished(Object, T)",4.2.0,4,1,2,0,2,2,66,0,0,33.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",4.2.0,15,2,2,1,3,3,66,1,0,22.333333333333332,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/ConsumeHandler(TopicManager, SubscriptionManager, ServerConfiguration)",4.2.0,4,1,3,0,0,0,0,0,0,0.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java/handleRequest(PubSubRequest, Channel)",4.2.0,1,1,2,0,1,1,37,0,0,37.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/NettyHandlerBean(SubscriptionChannelManager),4.2.0,3,1,1,0,2,1,53,3,0,28.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/getName(),4.2.0,4,1,0,0,2,1,52,1,0,26.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/isHidden(),4.2.0,4,1,0,0,1,1,51,0,0,51.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/getNumSubscriptionChannels(),4.2.0,4,1,0,0,2,1,52,1,0,26.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java/getNumSubscriptionChannels(),4.2.0,1,1,0,0,1,1,31,0,0,31.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/PublishHandler(TopicManager, PersistenceManager, ServerConfiguration)",4.2.0,5,1,3,0,2,2,69,0,0,34.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",4.2.0,30,2,2,1,5,4,88,16,0,20.8,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/operationFailed(Object, PubSubException)",4.2.0,5,1,2,0,3,3,74,5,0,26.333333333333332,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/operationFinished(Object, PubSubProtocol.MessageSeqId)",4.2.0,5,1,2,0,3,2,4,3,0,2.3333333333333335,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/getSuccessResponse(long, PubSubProtocol.MessageSeqId)",4.2.0,11,2,2,1,1,1,11,0,0,11.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/SubscribeHandler(ServerConfiguration, TopicManager, DeliveryManager, PersistenceManager, SubscriptionManager, SubscriptionChannelManager)",4.2.0,12,1,6,0,4,2,171,15,0,46.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",4.2.0,141,9,2,5,10,4,320,74,1,39.4,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFailed(Object, PubSubException)",4.2.0,4,1,2,0,3,2,155,1,0,52.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFinished(Object, SubscriptionData)",4.2.0,96,7,2,4,10,4,309,69,1,37.8,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFinished(Object, Void)",4.2.0,17,1,2,0,4,1,86,8,0,23.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFailed(Object, PubSubException)",4.2.0,4,1,2,0,0,0,0,0,0,0.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/CloseSubscriptionListener(TopicSubscriber),4.2.0,3,1,1,0,2,1,161,2,0,81.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/operationComplete(ChannelFuture),4.2.0,8,2,1,1,2,1,155,2,1,78.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/onSubChannelDisconnected(TopicSubscriber),4.2.0,1,1,1,0,2,2,163,0,0,81.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/SubscriptionChannelManager(),4.2.0,5,1,0,0,3,2,164,2,0,55.333333333333336,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/addSubChannelDisconnectedListener(SubChannelDisconnectedListener),4.2.0,5,2,1,1,2,2,160,0,0,80.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/channelDisconnected(Channel),4.2.0,21,2,1,3,2,2,156,0,0,78.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/getNumSubscriptionChannels(),4.2.0,3,1,0,0,2,1,156,1,0,78.5,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/getNumSubscriptions(),4.2.0,3,1,0,0,2,1,156,1,0,78.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/put(TopicSubscriber, Channel, boolean)",4.2.0,61,10,3,9,2,1,186,10,2,98.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/remove(TopicSubscriber, Channel)",4.2.0,17,5,2,4,0,0,0,0,0,0.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/UnsubscribeHandler(ServerConfiguration, TopicManager, SubscriptionManager, DeliveryManager, SubscriptionChannelManager)",4.2.0,11,1,5,0,3,2,79,2,0,27.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",4.2.0,46,2,2,1,4,3,96,6,0,25.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFailed(Object, PubSubException)",4.2.0,5,1,2,0,2,2,2,2,0,2.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFinished(Object, Void)",4.2.0,8,1,2,0,1,1,19,3,0,22.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFailed(Object, PubSubException)",4.2.0,5,1,2,0,0,0,0,0,0,0.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFinished(Object, Void)",4.2.0,8,1,2,0,0,0,0,0,0,0.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java/registerJMX(HedwigMBeanInfo),4.2.0,1,1,1,0,1,1,37,0,0,37.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java/unregisterJMX(),4.2.0,1,1,0,0,1,1,37,0,0,37.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java/getInstance(),4.2.0,3,1,0,0,1,1,48,0,0,48.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java/getDomainName(),4.2.0,4,1,0,0,1,1,48,0,0,48.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/FactoryLayout(ManagerMeta),4.2.0,3,1,1,0,1,1,149,0,0,149.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/getFactoryLayoutPath(StringBuilder, ServerConfiguration)",4.2.0,4,1,2,0,1,1,149,0,0,149.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/getManagerMeta(),4.2.0,3,1,0,0,1,1,149,0,0,149.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/store(ZooKeeper, ServerConfiguration)",4.2.0,8,1,2,0,1,1,149,0,0,149.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/hashCode(),4.2.0,4,1,0,0,1,1,149,0,0,149.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/equals(Object),4.2.0,9,2,1,1,1,1,149,0,0,149.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/toString(),4.2.0,4,1,0,0,1,1,149,0,0,149.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/readLayout(ZooKeeper, ServerConfiguration)",4.2.0,25,4,2,0,1,1,149,0,0,149.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/deleteLayout(ZooKeeper, ServerConfiguration)",4.2.0,5,1,2,0,1,1,17,0,0,17.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/getCurrentVersion(),4.2.0,1,1,0,0,1,1,163,0,0,163.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/initialize(ServerConfiguration, ZooKeeper, int)",4.2.0,3,1,3,0,1,1,163,0,0,163.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/shutdown(),4.2.0,1,1,0,0,1,1,163,0,0,163.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/getTopics(),4.2.0,1,1,0,0,2,1,172,0,0,86.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newTopicPersistenceManager(),4.2.0,1,1,0,0,2,1,170,0,0,85.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newSubscriptionDataManager(),4.2.0,1,1,0,0,1,1,163,0,0,163.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newTopicOwnershipManager(),4.2.0,1,1,0,0,1,1,163,0,0,163.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/format(ServerConfiguration, ZooKeeper)",4.2.0,1,1,2,0,2,1,173,0,0,86.5,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newMetadataManagerFactory(ServerConfiguration, ZooKeeper)",4.2.0,44,8,2,4,2,1,165,25,0,95.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/createMetadataManagerFactory(ServerConfiguration, ZooKeeper, Class)",4.2.0,32,5,3,2,1,1,47,0,0,47.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, T)",4.2.0,7,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/block(),4.2.0,5,2,0,1,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getReturnCode(),4.2.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getValue(),4.2.0,3,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/initialize(ServerConfiguration, ZooKeeper, int)",4.2.0,36,7,3,4,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getCurrentVersion(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/shutdown(),4.2.0,24,5,0,4,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getTopics(),4.2.0,54,6,0,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, MetastoreCursor, Object)",4.2.0,5,1,3,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/hasNext(),4.2.0,16,4,0,2,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/next(),4.2.0,5,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/remove(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newTopicOwnershipManager(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/MsTopicOwnershipManagerImpl(MetastoreTable),4.2.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/close(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readOwnerInfo(ByteString, Callback, Object)",4.2.0,30,5,3,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Versioned, Object)",4.2.0,25,5,3,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/writeOwnerInfo(ByteString, HubInfo, Version, Callback, Object)",4.2.0,39,5,5,4,1,1,200,0,4,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Version, Object)",4.2.0,30,5,3,4,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteOwnerInfo(ByteString, Version, Callback, Object)",4.2.0,30,4,4,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Void, Object)",4.2.0,24,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newTopicPersistenceManager(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/MsTopicPersistenceManagerImpl(MetastoreTable),4.2.0,3,1,1,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/close(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readTopicPersistenceInfo(ByteString, Callback, Object)",4.2.0,22,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Versioned, Object)",4.2.0,16,4,3,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/parseAndReturnTopicLedgerRanges(ByteString, byte[], Version, Callback, Object)",4.2.0,23,3,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/writeTopicPersistenceInfo(ByteString, LedgerRanges, Version, Callback, Object)",4.2.0,34,5,5,4,1,1,200,0,4,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Version, Object)",4.2.0,25,5,3,4,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteTopicPersistenceInfo(ByteString, Version, Callback, Object)",4.2.0,28,4,4,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Void, Object)",4.2.0,22,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newSubscriptionDataManager(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/MsSubscriptionDataManagerImpl(ServerConfiguration, MetastoreScannableTable)",4.2.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/close(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getSubscriptionKey(ByteString, ByteString)",4.2.0,4,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/subscriptionData2Value(SubscriptionData),4.2.0,10,3,1,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/createSubscriptionData(ByteString, ByteString, SubscriptionData, Callback, Object)",4.2.0,30,4,5,3,1,1,200,0,2,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Version, Object)",4.2.0,21,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/isPartialUpdateSupported(),4.2.0,6,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/replaceSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",4.2.0,6,1,6,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/updateSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",4.2.0,39,5,6,4,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Version, Object)",4.2.0,29,5,3,4,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteSubscriptionData(ByteString, ByteString, Version, Callback, Object)",4.2.0,32,4,5,3,1,1,200,0,3,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Void, Object)",4.2.0,25,4,3,3,1,1,200,0,3,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/value2SubscriptionData(Value),4.2.0,22,3,1,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptionData(ByteString, ByteString, Callback, Object)",4.2.0,48,6,4,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Versioned, Object)",4.2.0,41,6,3,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getSubscriptionPrefix(ByteString, char)",4.2.0,3,1,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptions(ByteString, int, MetastoreCursor, Map, Callback, Object)",4.2.0,48,6,6,3,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Iterator, Object)",4.2.0,37,5,3,2,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptions(ByteString, Callback, Object)",4.2.0,22,2,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, MetastoreCursor, Object)",4.2.0,13,2,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/logErrorAndFinishOperation(String, Callback, Object, int, StatusCode)",4.2.0,5,1,5,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/logErrorAndFinishOperation(String, Callback, Object, int)",4.2.0,13,3,4,2,1,1,200,0,2,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/format(ServerConfiguration, ZooKeeper)",4.2.0,25,3,2,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/createSubscriptionData(ByteString, ByteString, SubscriptionData, Callback, Object)",4.2.0,2,1,5,0,2,1,119,1,0,60.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/isPartialUpdateSupported(),4.2.0,1,1,0,0,2,1,127,1,0,64.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/updateSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",4.2.0,2,1,6,0,3,1,138,3,0,47.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/replaceSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",4.2.0,2,1,6,0,2,1,119,1,0,60.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/deleteSubscriptionData(ByteString, ByteString, Version, Callback, Object)",4.2.0,2,1,5,0,1,1,1,1,0,2.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/readSubscriptionData(ByteString, ByteString, Callback, Object)",4.2.0,2,1,4,0,2,1,2,2,0,2.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java/readSubscriptions(ByteString, Callback, Object)",4.2.0,2,1,3,0,1,1,1,1,0,2.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java/readOwnerInfo(ByteString, Callback, Object)",4.2.0,1,1,3,0,1,1,100,0,0,100.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java/writeOwnerInfo(ByteString, HubInfo, Version, Callback, Object)",4.2.0,2,1,5,0,1,1,100,0,0,100.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java/deleteOwnerInfo(ByteString, Version, Callback, Object)",4.2.0,2,1,4,0,1,1,100,0,0,100.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java/readTopicPersistenceInfo(ByteString, Callback, Object)",4.2.0,2,1,3,0,1,1,96,0,0,96.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java/writeTopicPersistenceInfo(ByteString, LedgerRanges, Version, Callback, Object)",4.2.0,2,1,5,0,1,1,96,0,0,96.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java/deleteTopicPersistenceInfo(ByteString, Version, Callback, Object)",4.2.0,2,1,4,0,1,1,96,0,0,96.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java/getCurrentVersion(),4.2.0,4,1,0,0,1,1,200,0,0,200.0,no
BOOKKEEPER,"hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java/initialize(ServerConfiguration, ZooKeeper, int)",4.2.0,13,2,3,1,1,1,200,0,0,200.0,no
BOOKKEEPER,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java/shutdown(),4.2.0,5,1,0,0,1,1,200,0,0,200.0,no
