LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
0.065467,0,0,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.043645,0,0.196721,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.043645,0,0,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.109112,0,0.393442,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.065467,0,0.196721,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.109112,0,0,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.196401,0.322572,0.196721,0.344454,0.17793,0.265974,0.240511,0,0,0.459891,no
0.087289,0,0,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.043645,0,0.196721,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.043645,0,0,0,0.35586,0.531949,0.243697,0.035017,0,0.236037,no
0.043645,0,0,0,0.17793,0.265974,0.240511,0,0,0.459891,no
0.109112,0.161286,0.196721,0.172227,0.17793,0.265974,0.240511,0,0,0.459891,no
0.043645,0,0,0,0.35586,0.531949,0.242104,0.017509,0,0.232991,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.152756,0.322572,0,0.344454,0,0,0,0,0,0,no
0,0,0,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0.196721,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0.393442,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0.196721,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0.196721,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0.393442,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0,0,0,0,0.17793,0.265974,0.144944,0,0,0.277153,yes
0.087289,0,0.196721,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.196721,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.196721,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.393442,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.196721,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.196721,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0.393442,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.109112,0,0.590162,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0.087289,0,0,0,0.17793,0.265974,0.23414,0,0,0.447709,no
0,0,0.786883,0,0.35586,0.531949,0.22299,1,0,0.348725,no
0,0,0.590162,0,0.35586,0.531949,0.219805,0.175087,0,0.225377,no
0,0,0.590162,0,0.35586,0.531949,0.22299,0.192596,0,0.229946,no
0,0,0.590162,0,0.35586,0.531949,0.313779,0.017509,0,0.301518,no
0.021822,0,0.786883,0,0.35586,0.531949,0.313779,0.017509,0,0.301518,no
0,0,0.393442,0,0.35586,0.531949,0.313779,0.017509,0,0.301518,no
0,0,0.590162,0,0.53379,0.797923,0.334485,0.017509,0,0.21421,no
0,0,0.393442,0,0.35586,0.531949,0.133794,0.017509,0,0.12944,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.894717,1,0.196721,1,0.71172,0.531949,0.328114,0,0,0.15685,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.938361,1,0.196721,1,0.71172,0.531949,0.328114,0,0,0.15685,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.35586,0.531949,0.328114,0,0,0.313701,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.043645,0,0,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0.17793,0.265974,0.009557,0,0,0.018274,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0.17793,0.265974,0.009557,0,0,0.018274,no
0,0,0,0,0.53379,0.531949,0.367934,0.455226,0,0.26091,no
0,0,0.196721,0,0.53379,0.531949,0.367934,0.455226,0,0.26091,no
0.065467,0,0.196721,0,0.53379,0.797923,0.369527,0.192596,0,0.246697,no
0.720138,0.161286,0.196721,0.172227,1,1,0.477836,1,0,0.123179,no
0.174579,0,0.196721,0,1,1,0.406161,0.367682,0,0.140099,no
0.109112,0,0.393442,0,0.53379,0.797923,0.383862,0.035017,0,0.246697,no
0.414625,0.322572,0.590162,0.344454,1,1,0.479429,1,0,0.168652,no
0.043645,0,0,0,0.53379,0.531949,0.380676,0.052526,0,0.245681,no
0.043645,0,0,0,0.53379,0.797923,0.326522,1,0,0.31167,no
0.043645,0,0,0,0.35586,0.531949,0.374305,0.035017,0,0.360908,no
0.043645,0,0,0,0.35586,0.531949,0.374305,0.035017,0,0.360908,no
0.087289,0,1,0,1,1,0.665785,0.385191,0,0.223347,no
0.065467,0,0.393442,0,0.88965,0.797923,0.694456,0.175087,0,0.271671,no
0.458269,0.161286,0.786883,0.172227,0.88965,0.797923,0.68012,0.122561,0,0.264361,no
0.065467,0,0.983604,0,0.88965,1,0.640301,0.332665,0,0.256443,no
0.065467,0,0.983604,0,0.88965,1,0.692863,0.332665,0,0.276544,no
0.392802,0.161286,0.590162,0.172227,0.71172,0.797923,0.747018,0.105052,0,0.361669,no
0.414625,0.161286,0.590162,0.172227,0.53379,0.531949,0.414125,0.070035,0,0.268016,no
0.043645,0,0.590162,0,0.71172,0.531949,0.100346,0.280139,0,0.060151,no
0.305513,0.322572,0.196721,0.344454,0,0,0,0,0,0,yes
0.240046,0.322572,0,0.344454,0.17793,0.265974,0.014335,0.035017,0,0.033502,yes
0.109112,0,0.590162,0,0.17793,0.265974,0.006371,0.017509,0,0.015228,no
0.174579,0,0.590162,0,0,0,0,0,0,0,no
0.087289,0,0.393442,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.501914,0.322572,0.196721,0.344454,0.88965,0.531949,0.390233,0.087543,0,0.152282,no
0.130934,0.161286,0.196721,0.172227,0.88965,0.531949,0.361563,0.035017,0,0.13949,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.567381,0.322572,0.393442,0.344454,0.35586,0.531949,0.321743,0.017509,0,0.309132,no
0.196401,0,0.393442,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.305513,0.161286,0.786883,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.196401,0.161286,0.590162,0.172227,0.17793,0.265974,0.318558,0,0.642074,0.609127,no
0.676493,0.483858,0.786883,0.688907,0.35586,0.265974,0.32015,0.017509,0.642074,0.307609,no
0.414625,0.322572,0.786883,0.51668,0.35586,0.265974,0.32015,0.017509,0,0.307609,no
0.567381,0,0.983604,0,0.35586,0.265974,0.344042,0.017509,0,0.330452,no
0.043645,0,0.196721,0,0.35586,0.265974,0.344042,0.017509,0,0.330452,no
0.196401,0.161286,0.590162,0.172227,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.218224,0.161286,0.393442,0.172227,0.35586,0.265974,0.324929,0.087543,0,0.318269,no
1,1,0.786883,1,0.88965,0.797923,0.465094,1,0,0.219286,no
0.196401,0.161286,0.590162,0.172227,0.88965,0.797923,0.434831,1,0.642074,0.205885,no
0.196401,0.161286,0.590162,0.172227,0,0,0,0,0,0,no
1,0.967716,1,1,0.53379,0.797923,0.332893,0.052526,0,0.215225,no
1,0.483858,0.786883,0.51668,0.88965,0.797923,0.449166,0.070035,0.642074,0.17421,no
0.785605,0.483858,0.786883,0.51668,0.53379,0.531949,0.445981,0.035017,0.642074,0.28629,no
0.37098,0.322572,0.983604,0.344454,0.53379,0.531949,0.445981,0.035017,0.642074,0.28629,no
0.218224,0,0.983604,0,0.35586,0.531949,0.12583,0,0,0.120303,no
0.196401,0.161286,0.590162,0.172227,0,0,0,0,0,0,no
0.261868,0,0,0,0.35586,0.531949,0.144944,0.070035,0,0.144668,no
0.785605,0.483858,0.786883,0.51668,0.35586,0.531949,0.143351,0.017509,1,0.138576,no
0.218224,0.161286,0.393442,0.172227,0.35586,0.531949,0.141758,0.017509,0.642074,0.137054,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.109112,0,0.393442,0,0.53379,0.797923,0.326522,0.052526,0,0.211164,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.043645,0,0.196721,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0.161286,0.786883,0,0.71172,0.531949,0.340857,0.122561,0,0.168271,no
0.392802,0.322572,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0.161286,0.786883,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.676493,0.483858,0.393442,0.688907,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0,0,0.53379,0.531949,0.090789,0.035017,0,0.059898,no
0.043645,0,0.196721,0,0.17793,0.265974,0.079639,0,0,0.152282,no
0.065467,0,0,0,0.17793,0.265974,0.079639,0,0,0.152282,no
0.152756,0,0,0,0.53379,0.531949,0.084418,0.052526,0,0.056852,no
0.065467,0,0.590162,0,0.17793,0.265974,0.001593,0.017509,0,0.006091,no
0,0,0,0,0.35586,0.531949,0.296259,0.035017,0,0.28629,no
0.043645,0,0.196721,0,0.35586,0.531949,0.294666,0.017509,0,0.283244,no
0,0,0.590162,0,0.17793,0.265974,0.293073,0,0,0.560397,no
0,0,0,0,0.35586,0.531949,0.294666,0.017509,0,0.283244,no
0.065467,0,0.196721,0,0.35586,0.531949,0.297851,0.052526,0,0.289336,no
0.196401,0.483858,0.590162,0.51668,0.35586,0.531949,0.297851,0.052526,0,0.289336,no
0.436447,0,1,0,0.35586,0.531949,0.296259,0.035017,0,0.28629,no
0.043645,0,0.196721,0,0.35586,0.531949,0.294666,0.017509,0,0.283244,no
0.043645,0,0.393442,0,0.17793,0.265974,0.293073,0,0,0.560397,no
0.74196,0.645144,0.590162,0.688907,0.35586,0.531949,0.297851,0.052526,0,0.289336,no
0.109112,0,0.393442,0,0.17793,0.265974,0.293073,0,0,0.560397,no
0.065467,0,0.393442,0,0.53379,0.531949,0.296259,0.035017,0,0.19086,no
0.174579,0,0.196721,0,0.35586,0.531949,0.296259,0.035017,0,0.28629,no
0,0,0.393442,0,0.17793,0.265974,0.09716,0,0,0.185784,no
0,0,0.393442,0,0.17793,0.265974,0.09716,0,0,0.185784,no
0,0,0.196721,0,0.35586,0.531949,0.114681,0.017509,0,0.111166,no
0,0,0,0,0.17793,0.265974,0.017521,0.017509,0,0.036548,no
0.152756,0,1,0,0.35586,0.531949,0.294666,0.315156,0,0.309132,no
0.501914,0.161286,0,0,0.88965,0.797923,0.316965,0.332665,0,0.13279,no
0.785605,0.645144,0.393442,0.172227,0.71172,0.531949,0.272367,0.245122,0,0.140861,no
0.109112,0,0.786883,0,0.17793,0.265974,0.127423,0,0,0.243651,no
0.109112,0,0,0,0.35586,0.531949,0.130609,0.017509,0,0.126394,no
0.043645,0,0.590162,0,0.17793,0.265974,0.127423,0,0,0.243651,no
0.065467,0,0.393442,0,0.35586,0.531949,0.13698,0.542769,0,0.17817,no
0.043645,0,0,0,0.35586,0.531949,0.183171,0.052526,0,0.179693,no
0.043645,0,0,0,0.35586,0.531949,0.183171,0.052526,0,0.179693,no
0.043645,0,0,0,0.35586,0.531949,0.183171,0.052526,0,0.179693,no
0.327335,0.161286,0,0,0.53379,0.531949,0.184763,0.070035,0,0.121825,no
0.043645,0,0,0,0.35586,0.531949,0.183171,0.052526,0,0.179693,no
0.501914,0.161286,0.983604,0.172227,0.88965,0.797923,0.624373,1,0.642074,0.321619,no
0.043645,0,0,0,0.53379,0.531949,0.614816,0.175087,0,0.402024,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.065467,0,0.196721,0,0.53379,0.797923,0.603667,0.175087,0,0.394918,no
0.043645,0,0,0,0.71172,0.797923,0.613223,0.210104,0,0.302279,no
0.043645,0,0,0,0.35586,0.531949,0.602074,0.157578,0,0.589331,no
0.174579,0.161286,0.393442,0.172227,0.88965,0.797923,0.613223,0.210104,0,0.241824,no
0.240046,0.161286,0,0.172227,0.53379,0.797923,0.611631,0.192596,0,0.401009,no
0.043645,0,0.393442,0,0.88965,0.797923,0.621187,0.332665,0,0.249133,no
1,0.80643,0.590162,0.861134,1,1,0.801172,1,1,0.223093,no
0.872894,0.80643,0,1,1,1,0.78843,1,1,0.249742,yes
0.480092,0.483858,0.786883,0.51668,0.88965,1,0.442795,0.630313,0,0.191266,no
0.480092,0.322572,0.393442,0.344454,0.53379,0.797923,0.407754,0.140069,0.642074,0.268016,yes
0.283691,0.161286,0.393442,0.172227,0.71172,0.797923,0.37112,0.385191,0,0.194159,no
0.305513,0.322572,0.786883,0.172227,0.71172,0.797923,0.504914,0.280139,0,0.253549,yes
0.043645,0,0.196721,0,0.53379,0.797923,0.501728,0.245122,0,0.334005,no
0.37098,0.322572,0.590162,0.344454,1,0.797923,0.571811,0.647821,0,0.201012,no
0.065467,0,0.590162,0,0.53379,0.797923,0.420496,0.035017,0,0.270046,no
0.087289,0,0.983604,0,0.71172,0.797923,0.38864,0.070035,0,0.18883,no
0.087289,0,0.983604,0,0.35586,0.531949,0.329707,0.630313,0,0.370045,no
1,0.645144,1,0.344454,1,0.797923,0.630744,0.490243,0,0.215225,no
0.872894,0.80643,0,1,0,0,0,0,0,0,yes
0.305513,0.161286,0.393442,0.172227,1,0.797923,0.597296,0.070035,0,0.192383,no
0.196401,0.161286,0.393442,0.172227,0.71172,0.531949,0.59411,0.035017,0,0.285528,no
0.043645,0,0,0,0.53379,0.531949,0.251661,0.035017,0,0.162434,no
0.043645,0,0.196721,0,0.17793,0.265974,0.248475,0.017509,0,0.478165,no
0.043645,0,0,0,0.17793,0.265974,0.248475,0.017509,0,0.478165,no
0.043645,0,0.196721,0,0.17793,0.265974,0.248475,0.017509,0,0.478165,no
0.043645,0,0,0,0.17793,0.265974,0.248475,0.017509,0,0.478165,no
0.043645,0,0,0,0.53379,0.531949,0.27396,0.035017,0,0.176647,no
0.261868,0.322572,0,0.344454,0.71172,0.531949,0.328114,0.052526,0,0.159135,no
0.174579,0.161286,0.196721,0.172227,0.53379,0.531949,0.350413,0.332665,0,0.242636,no
0.109112,0.161286,0.196721,0.172227,0.53379,0.531949,0.280331,0.350174,0,0.198982,no
0.283691,0.322572,0,0.344454,0.53379,0.531949,0.347228,0.910452,0,0.274107,no
1,1,0.393442,1,1,0.797923,0.175207,1,1,0.090862,yes
0.480092,0.483858,0.786883,0.51668,0,0,0,0,0,0,no
0.872894,0.80643,0,1,0,0,0,0,0,0,yes
0.458269,0.483858,0.393442,0.51668,0.53379,0.797923,0.055748,0.035017,0.642074,0.037563,yes
0.458269,0.322572,0.196721,0.172227,0.35586,0.531949,0.019113,0.035017,0,0.021319,no
0.349158,0.322572,0.983604,0.172227,0.35586,0.531949,0.019113,0.035017,0,0.021319,no
0.960184,0.80643,0.196721,0.861134,0.17793,0.265974,0.004778,0.035017,0,0.015228,no
0.480092,0.483858,0.786883,0.51668,0,0,0,0,0,0,no
0.174579,0.161286,0.393442,0.172227,0,0,0,0,0,0,yes
0.152756,0,0.590162,0,0,0,0,0,0,0,no
0.218224,0,0.786883,0,0,0,0,0,0,0,no
0.109112,0,0.786883,0,0,0,0,0,0,0,no
0.174579,0,0.590162,0,0,0,0,0,0,0,no
0.152756,0,0.590162,0,0,0,0,0,0,0,no
0.240046,0,0.393442,0,0.53379,0.531949,0.321743,0.052526,0,0.208119,no
0.043645,0,0,0,0.35586,0.531949,0.316965,0.017509,0,0.304564,no
0.043645,0,0,0,0.17793,0.265974,0.315372,0,0,0.603036,no
0.065467,0,0,0,0.53379,0.531949,0.3313,0.017509,0,0.212179,no
0.043645,0,0,0,0.35586,0.531949,0.321743,0,0,0.307609,no
0.043645,0,0,0,0.35586,0.531949,0.316965,0.017509,0,0.304564,no
0.043645,0,0.196721,0,0.17793,0.265974,0.315372,0,0,0.603036,no
0.109112,0,0.393442,0,0.17793,0.265974,0.315372,0,0,0.603036,no
0.087289,0,0.196721,0,0.35586,0.531949,0.316965,0.017509,0,0.304564,no
0.174579,0.161286,0.196721,0.172227,0.71172,0.797923,0.321743,0.087543,0.642074,0.157612,no
0.480092,0.322572,0,0.688907,0.53379,0.797923,0.318558,0.035017,0,0.205073,no
1,1,0.393442,1,0.53379,0.531949,0.393419,0.192596,0.642074,0.261925,no
0.043645,0,0.196721,0,0.17793,0.265974,0.017521,0.017509,0,0.036548,no
0.043645,0,0.196721,0,0.17793,0.265974,0.017521,0.017509,0,0.036548,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.872894,0.80643,0.196721,0.861134,0.53379,0.797923,0.084418,0.070035,0,0.057867,yes
0.218224,0,1,0,0.53379,0.531949,0.232547,0.070035,0,0.152282,no
0.130934,0,0,0,0.53379,0.531949,0.226176,0.017509,0,0.145175,no
0.065467,0,0,0,0.35586,0.531949,0.232547,0,0,0.222332,no
1,1,0.983604,1,1,0.797923,0.321743,0.717856,1,0.092511,no
0.196401,0.322572,0.393442,0.344454,0.53379,0.265974,0.049376,0.227613,0.642074,0.044669,no
0.196401,0.161286,0.590162,0.172227,0.17793,0.265974,0.02867,0.035017,0.642074,0.060913,no
0.087289,0,0.393442,0,0.35586,0.531949,0.285109,0.017509,0,0.274107,no
0.480092,0.322572,0,0.344454,0.88965,0.797923,0.324929,1,1,0.162028,no
0.218224,0.322572,0.393442,0.344454,0.88965,0.797923,0.323336,0.052526,1,0.12548,no
0.065467,0,0,0,0.17793,0.265974,0.283516,0,0,0.542123,no
0.894717,0.483858,0.786883,0.51668,0.88965,1,0.296259,0.122561,0,0.117562,no
0.196401,0.161286,0.590162,0.172227,0.35586,0.531949,0.286702,0.052526,0,0.278676,no
0.283691,0.161286,0.786883,0.172227,0.88965,1,0.310594,0.192596,0,0.12548,no
0.261868,0.161286,0,0,0.53379,0.531949,0.140165,0.070035,0,0.0934,no
0.065467,0,0.393442,0,0.53379,0.531949,0.109902,0.122561,0,0.077156,no
0.109112,0,0.393442,0,0.35586,0.531949,0.111495,0.052526,0,0.111166,no
0.065467,0,0,0,0.17793,0.265974,0.106717,0,0,0.204058,no
0.065467,0,0,0,0.17793,0.265974,0.001593,0.017509,0,0.006091,no
0.065467,0,0.590162,0,0.17793,0.265974,0.001593,0.017509,0,0.006091,no
0.174579,0,0.590162,0,0.71172,0.797923,0.226176,0.052526,0,0.110404,no
0.065467,0,0,0,0.35586,0.531949,0.240511,0,0,0.229946,no
0.043645,0,0.196721,0,0.35586,0.531949,0.240511,0,0,0.229946,no
0.109112,0.161286,0.393442,0.172227,0.53379,0.797923,0.226176,0.035017,0,0.146191,no
0.676493,0.80643,0.196721,0.861134,0.35586,0.531949,0.224583,0.052526,0,0.219286,no
0.130934,0.161286,0.196721,0.172227,0.35586,0.531949,0.221398,0.017509,0,0.213195,no
0.894717,1,0.983604,1,0.71172,0.797923,0.245289,0.070035,0,0.120303,no
0.065467,0,0.196721,0,0,0,0,0,0,0,no
0.196401,0,0.983604,0,0.17793,0.265974,0.270774,0,0,0.517758,no
0.480092,0.483858,0,0.51668,0.35586,0.531949,0.275552,0.052526,0,0.268016,yes
0.283691,0.161286,0.590162,0.172227,0.71172,0.797923,0.277145,0.035017,0,0.134008,no
0.152756,0,0.590162,0,0.35586,0.531949,0.272367,0.017509,0,0.261925,no
1,1,0.983604,1,0.53379,0.797923,0.307408,0.140069,0,0.204058,yes
0.043645,0,0.196721,0,0,0,0,0,0,0,yes
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,0,no
0,0,0.393442,0,0.35586,0.265974,0.173614,0.017509,0,0.16751,no
0.130934,0,0.393442,0,1,0.531949,0.184763,0.087543,0,0.06142,no
0.152756,0.161286,0,0.172227,0.71172,0.531949,0.184763,0.052526,0,0.090608,no
0.174579,0.161286,0,0.172227,0.71172,0.531949,0.175207,0.105052,0,0.088323,no
1,1,0.983604,1,1,0.531949,0.210248,0.332665,0,0.065699,no
0.087289,0,0.983604,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.087289,0,0,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.065467,0,0.393442,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.065467,0,0.196721,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.109112,0,0.590162,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.087289,0,0.590162,0,0.17793,0.265974,0.124237,0,0,0.23756,no
0.130934,0,0.983604,0,0.35586,0.531949,0.127423,0.017509,0,0.123348,yes
0.065467,0,0.393442,0,0.17793,0.265974,0.138573,0,0,0.26497,no
0.065467,0,0.393442,0,0.17793,0.265974,0.138573,0,0,0.26497,no
0.196401,0.161286,0.393442,0.172227,0.17793,0.265974,0.138573,0,0,0.26497,no
0.065467,0,0,0,0.35586,0.531949,0.149722,0.035017,0,0.146191,no
0.37098,0.645144,0.196721,0.688907,0.35586,0.531949,0.162464,0.227613,0,0.175124,no
0.043645,0,0,0,0.35586,0.531949,0.143351,0,0,0.137054,no
0.065467,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.065467,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.174579,0.322572,0.196721,0.344454,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0.196721,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0.196721,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0.196721,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.043645,0,0,0,0.17793,0.265974,0.135387,0,0,0.258879,no
0.087289,0,0,0,0.17793,0.265974,0.09716,0,0,0.185784,no
0.065467,0,0.196721,0,0.17793,0.265974,0.09716,0,0,0.185784,no
0.043645,0,0.196721,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0.17793,0.265974,0.060526,0,0,0.115734,no
0.043645,0,0,0,0.17793,0.265974,0.060526,0,0,0.115734,no
0.043645,0,0.196721,0,0.17793,0.265974,0.060526,0,0,0.115734,no
0.043645,0,0,0,0.17793,0.265974,0.060526,0,0,0.115734,no
0.043645,0,0,0,0.17793,0.265974,0.014335,0,0,0.027411,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.130934,0.161286,0,0.172227,0.53379,0.265974,0.328114,0.035017,0,0.211164,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.53379,0.265974,0.321743,0.035017,0,0.207103,no
0.065467,0,0.196721,0,0.17793,0.265974,0.033449,0,0,0.063958,no
0.043645,0,0,0,0.17793,0.265974,0.033449,0,0,0.063958,no
0.065467,0,0.196721,0,0.17793,0.265974,0.043005,0,0,0.082232,no
0.043645,0,0,0,0.17793,0.265974,0.043005,0,0,0.082232,no
0.065467,0,0.196721,0,0,0,0,0,0,0,yes
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.35586,0.265974,0.337671,0,0,0.322838,no
0.065467,0,0.196721,0,0.35586,0.265974,0.337671,0,0,0.322838,no
0.043645,0,0,0,0.53379,0.265974,0.35997,0,0,0.229438,no
0.065467,0,0.196721,0,0.53379,0.265974,0.339264,0.017509,0,0.217255,no
