LOC,CyclomaticComplexity,ParameterCount,NumberOfBranches,NR,NAuth,stmtAdded,stmtDeleted,elseAdded,avgChurn,IsBuggy
0.305513,0.322572,0.196721,0.344454,0.17793,0.265974,0.318558,0,0.642074,0.609127,yes
0.523737,0.80643,0.196721,0.688907,0.17793,0.265974,0.318558,0,0.642074,0.609127,yes
0.130934,0,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.087289,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.218224,0.322572,0.196721,0.344454,0.17793,0.265974,0.318558,0,0.642074,0.609127,yes
0.37098,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.501914,0.80643,0.196721,0.861134,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.240046,0.161286,0.196721,0.344454,0.17793,0.265974,0.318558,0,0,0.609127,no
0.523737,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.174579,0,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.021822,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.545559,0.645144,0.196721,0.51668,0.17793,0.265974,0.318558,0,0.642074,0.609127,no
0.174579,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.109112,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.087289,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
1,1,0.196721,0.51668,0.35586,0.265974,0.32015,0,0.642074,0.306087,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.087289,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.152756,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.938361,1,0.196721,1,0.17793,0.265974,0.318558,0,0.642074,0.609127,yes
1,1,0,1,0.35586,0.265974,0.348821,0.052526,0,0.338066,no
0.065467,0,0.196721,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0.17793,0.265974,0.146537,0,0,0.280199,no
0.589204,0.483858,0.590162,0.51668,0.17793,0.265974,0.146537,0,0.642074,0.280199,no
0.174579,0.161286,0.786883,0.344454,0.17793,0.265974,0.146537,0,0,0.280199,no
0.261868,0.483858,0.590162,0.51668,0.17793,0.265974,0.146537,0,0,0.280199,no
0.065467,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.590162,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.109112,0,0.786883,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.501914,0.645144,0,0.688907,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.349158,0.483858,0,0.688907,0.17793,0.265974,0.318558,0,0,0.609127,no
0.37098,0.645144,0,0.51668,0.17793,0.265974,0.318558,0,0,0.609127,no
0.807427,1,0,1,0.17793,0.265974,0.318558,0,1,0.609127,yes
1,1,0.393442,1,0.17793,0.265974,0.318558,0,0,0.609127,no
0.982006,0.80643,0.196721,1,0.17793,0.265974,0.318558,0,1,0.609127,no
0.196401,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0,0,0.196721,0,0.35586,0.531949,0.189542,0.26263,0,0.204058,no
0,0,0,0,0.35586,0.531949,0.189542,0.26263,0,0.204058,no
0.087289,0,0.393442,0,0.35586,0.531949,0.189542,0.26263,0,0.204058,no
0.392802,0.483858,0.393442,0.51668,0.35586,0.531949,0.183171,0.192596,0,0.191875,yes
0.240046,0.161286,0.393442,0.172227,0.35586,0.531949,0.176799,0.192596,0.642074,0.185784,yes
0.305513,0,0,0,0.35586,0.531949,0.184763,0.140069,0,0.18883,no
0.130934,0,0.196721,0,0.53379,0.797923,0.179985,0.175087,0,0.124871,no
0.74196,0.161286,0.196721,0.172227,0.53379,0.797923,0.202284,0.420208,0,0.153297,yes
0.087289,0,0.983604,0,0.35586,0.531949,0.172021,0.087543,0,0.172079,no
0.109112,0,0,0,0.35586,0.531949,0.168836,0.052526,0,0.165987,no
0.065467,0,0.196721,0,0.17793,0.265974,0.164057,0,0,0.313701,no
0.240046,0.161286,0.196721,0.172227,0.35586,0.531949,0.151315,0.070035,0,0.150759,no
0.632848,0.161286,0.196721,0.172227,0.35586,0.531949,0.173614,0.315156,0,0.193398,yes
0.065467,0,0.786883,0,0.35586,0.531949,0.148129,0.070035,0,0.147713,no
0.065467,0,0,0,0.53379,0.797923,0.152908,0.087543,0,0.102536,no
0.065467,0,0.196721,0,0.17793,0.265974,0.144944,0,0,0.277153,no
0.261868,0,0.196721,0,0.35586,0.531949,0.176799,0.192596,0,0.185784,no
0.174579,0,0,0,0.35586,0.531949,0.173614,0.157578,0,0.179693,no
0.501914,0.161286,0.393442,0.172227,0.35586,0.531949,0.191135,0.350174,0,0.213195,no
0.043645,0,0.196721,0,0.35586,0.531949,0.16565,0.070035,0,0.164464,no
0.087289,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.087289,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0.161286,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.152756,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0.642074,0.609127,no
0.109112,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.109112,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.087289,0,0,0,0.35586,0.531949,0.323336,0.017509,0,0.310655,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.109112,0.161286,0,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.196401,0.322572,0,0.344454,0.17793,0.265974,0.318558,0,1,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.35586,0.531949,0.329707,0,0,0.315223,no
0.043645,0,0,0,0.35586,0.531949,0.329707,0,0,0.315223,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.458269,0.645144,0,0.861134,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.087289,0,0.393442,0,0.53379,0.797923,0.052562,0.035017,0,0.035532,no
0.043645,0,0.196721,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.349158,0,0.590162,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.087289,0,0.393442,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.087289,0,0.393442,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.043645,0,0.196721,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.087289,0,0,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0,0,0,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.130934,0.322572,0.196721,0.344454,0.17793,0.265974,0.176799,0,0,0.338066,no
0.283691,0.322572,0.393442,0.344454,0.17793,0.265974,0.176799,0,0,0.338066,no
0.043645,0,0.196721,0,0.17793,0.265974,0.176799,0,0,0.338066,no
0.043645,0,0.196721,0,0.17793,0.265974,0.055748,0,0,0.106597,no
0.043645,0,0.196721,0,0.17793,0.265974,0.055748,0,0,0.106597,no
0.043645,0,0,0,0.17793,0.265974,0.129016,0,0,0.246697,no
0.043645,0,0.196721,0,0.17793,0.265974,0.129016,0,0,0.246697,no
0.043645,0,0,0,0.17793,0.265974,0.129016,0,0,0.246697,no
0.087289,0,0.393442,0,0.17793,0.265974,0.129016,0,0,0.246697,no
0.327335,0.322572,0.196721,0.344454,0.17793,0.265974,0.129016,0,0.642074,0.246697,no
0.174579,0.161286,0.196721,0.172227,0.17793,0.265974,0.129016,0,0.642074,0.246697,no
0.065467,0,0,0,0.35586,0.531949,0.135387,0,0,0.12944,no
0,0,0,0,0.17793,0.265974,0.043005,0,0,0.082232,no
0,0,0,0,0.17793,0.265974,0.043005,0,0,0.082232,no
0,0,0,0,0.17793,0.265974,0.043005,0,0,0.082232,no
0,0,0.393442,0,0.17793,0.265974,0.044598,0,0,0.085278,no
0,0,0,0,0.17793,0.265974,0.044598,0,0,0.085278,no
0,0,0,0,0.35586,0.531949,0.049376,0,0,0.047207,no
0.021822,0,1,0,0.17793,0.265974,0.046191,0,0,0.088323,no
0,0,0.393442,0,0.17793,0.265974,0.007964,0,0,0.015228,no
0,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.130934,0,0.393442,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.043645,0,0,0,0.53379,0.797923,0.326522,0.017509,0,0.209134,no
0.087289,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.152756,0,1,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.130934,0.161286,0.393442,0.172227,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.043645,0,0.196721,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.152756,0.161286,0.196721,0.172227,0.35586,0.531949,0.32015,0.017509,0,0.307609,yes
0.043645,0,0.590162,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.480092,0.483858,0,0.344454,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.327335,0.322572,0,0.344454,0.35586,0.531949,0.32015,0.017509,0,0.307609,yes
0.567381,0.645144,0.786883,0.688907,0.35586,0.531949,0.324929,0,0,0.310655,no
0.152756,0.161286,0.196721,0.172227,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.174579,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0,1,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.261868,0.161286,0,0.172227,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.589204,0.322572,0.393442,0.344454,0.35586,0.531949,0.323336,0.052526,0,0.313701,no
0.152756,0.161286,0.393442,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.436447,0.322572,0,0.344454,0.53379,0.797923,0.328114,0.070035,0,0.213195,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.196401,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0.35586,0.531949,0.324929,0.070035,0,0.316746,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0,0,0,0,0,0,no
0.065467,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.065467,0,0,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0.17793,0.265974,0.101938,0,0,0.194921,no
0.436447,0.161286,0.393442,0.172227,0.53379,0.797923,0.129016,0.26263,0,0.09746,no
0.087289,0,0.393442,0,0.53379,0.797923,0.127423,0.26263,0,0.096445,no
0.196401,0.161286,0.393442,0.172227,0.53379,0.797923,0.119459,0.175087,0,0.086293,no
0,0,0.393442,0,0,0,0,0,0,0,no
0,0,0.196721,0,0.17793,0.265974,0.046191,0,0,0.088323,no
0.065467,0,0.393442,0,0.35586,0.531949,0.103531,0,0,0.098983,no
0.065467,0,0.393442,0,0.35586,0.531949,0.105124,0,0,0.100506,no
0.305513,0.161286,0.393442,0.172227,0.53379,0.797923,0.105124,0.017509,0,0.068019,no
0.065467,0,0.590162,0,0,0,0,0,0,0,no
0,0,0.393442,0,0.17793,0.265974,0.058933,0,0,0.112689,no
0.065467,0,0.196721,0,0.35586,0.265974,0.082825,0.017509,0,0.080709,no
0.065467,0,0,0,0.17793,0.265974,0.081232,0,0,0.155327,no
0.065467,0,0,0,0.17793,0.265974,0.081232,0,0,0.155327,no
0.065467,0,0,0,0.17793,0.265974,0.081232,0,0,0.155327,no
0,0,0,0,0.17793,0.265974,0.049376,0,0,0.094415,no
0.087289,0,0.590162,0,0.35586,0.531949,0.109902,0,0,0.105074,no
0.632848,0.161286,0.393442,0.172227,0.53379,0.797923,0.132201,0.192596,0,0.09543,yes
0.087289,0,0.393442,0,0.53379,0.797923,0.117866,0.087543,0,0.080202,no
0.087289,0,0.393442,0,0.35586,0.531949,0.109902,0,0,0.105074,yes
0.196401,0,0.983604,0,0.35586,0.531949,0.245289,0,0,0.234514,no
0.218224,0.161286,0.196721,0.172227,0.17793,0.265974,0.243697,0,0,0.465982,no
1,0.645144,0.393442,0.51668,0.53379,0.797923,0.267588,0.122561,0.642074,0.177662,yes
0.109112,0,0.393442,0,0.35586,0.531949,0.245289,0,0,0.234514,no
0.916539,0.322572,0.393442,0.344454,0.53379,0.797923,0.256439,0.087543,0.642074,0.168525,yes
0.130934,0,0.786883,0,0.35586,0.531949,0.116274,0,0,0.111166,no
0.632848,0.161286,0.393442,0.172227,0.35586,0.531949,0.121052,0.017509,0,0.117257,yes
0.087289,0,0.393442,0,0.35586,0.531949,0.116274,0,0,0.111166,no
0.109112,0,0.393442,0,0.35586,0.531949,0.116274,0.017509,0,0.112689,yes
0,0,0.196721,0,0.17793,0.265974,0.058933,0,0,0.112689,no
0,0,0,0,0.17793,0.265974,0.058933,0,0,0.112689,no
0.043645,0,0,0,0.17793,0.265974,0.076454,0,0,0.146191,no
0.065467,0,0,0,0.17793,0.265974,0.076454,0,0,0.146191,no
0.632848,0.483858,0.196721,0.344454,0.35586,0.531949,0.323336,0.017509,0.642074,0.310655,no
0.152756,0.161286,0.393442,0.172227,0.35586,0.531949,0.323336,0.017509,0.642074,0.310655,no
0.043645,0,0.393442,0,0.35586,0.531949,0.323336,0,0,0.309132,no
0.436447,0.483858,0,0.51668,0.71172,0.797923,0.334485,0.052526,0,0.16218,no
0.109112,0.161286,0.196721,0.172227,0.71172,0.797923,0.332893,0.035017,0,0.160657,no
0.305513,0.322572,0,0.172227,0.17793,0.265974,0.318558,0,0.642074,0.609127,no
0.196401,0,0.786883,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.37098,0.322572,0.393442,0.344454,0.53379,0.797923,0.323336,0.227613,0,0.219286,no
0.807427,0.645144,0,0.344454,0.88965,0.797923,0.420496,0.245122,0,0.169337,no
0.392802,0.483858,0.196721,0.172227,0.35586,0.531949,0.390233,0,0,0.373091,yes
0.436447,0.80643,0,0.51668,0.35586,0.531949,0.390233,0,0,0.373091,no
0.436447,0,0.393442,0,0.35586,0.531949,0.326522,0.052526,0,0.316746,no
0.065467,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
1,0.483858,0,0.344454,0.88965,0.797923,0.329707,0.035017,0,0.127308,no
0.851072,0.322572,0,0.172227,0.71172,0.797923,0.326522,0.017509,0,0.15685,no
0.043645,0,0.196721,0,0,0,0,0,0,0,no
0.087289,0,0.590162,0,0,0,0,0,0,0,no
0.480092,0.645144,0.196721,0.172227,0.17793,0.265974,0.001593,0.017509,0,0.006091,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,yes
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0.065467,0,0,0,0.17793,0.265974,0.122645,0,0,0.234514,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0,0,0,0,0.17793,0.265974,0.100346,0,0,0.191875,no
0.087289,0,0.590162,0,0.17793,0.265974,0.121052,0,0,0.231468,no
0.414625,0.161286,0,0.172227,0.35586,0.531949,0.122645,0.017509,0,0.11878,no
0.218224,0.161286,1,0.172227,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.436447,0.80643,0.196721,0.861134,0.17793,0.265974,0.30263,0,1,0.578671,yes
0.261868,0.483858,0,0.51668,0.35586,0.265974,0.307408,0.035017,0,0.29695,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.109112,0,0,0.172227,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0.196721,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.043645,0,0,0,0.17793,0.265974,0.30263,0,0,0.578671,no
0.130934,0,0.590162,0,0.35586,0.531949,0.253253,0.017509,0,0.243651,no
0.545559,0.322572,0.393442,0.344454,0.17793,0.265974,0.251661,0,0.642074,0.481211,no
0.174579,0.161286,0.393442,0.172227,0.17793,0.265974,0.251661,0,0,0.481211,no
0.349158,0.483858,0.393442,0.51668,0.17793,0.265974,0.251661,0,0.642074,0.481211,no
0.196401,0.322572,0.196721,0.344454,0.17793,0.265974,0.251661,0,0.642074,0.481211,no
0.130934,0,0.393442,0,0.17793,0.265974,0.251661,0,0,0.481211,no
0.152756,0.161286,0.590162,0.172227,0.17793,0.265974,0.251661,0,0,0.481211,no
0.480092,0.322572,0.393442,0.344454,0.53379,0.797923,0.254846,0.017509,0,0.163449,no
0.087289,0,0.590162,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0,0.983604,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.35586,0.531949,0.324929,0,0,0.310655,no
0.087289,0,0.393442,0,0.53379,0.797923,0.350413,0.26263,0,0.238575,no
0.130934,0.161286,0,0.172227,0.53379,0.797923,0.347228,0.297648,0,0.238575,yes
1,1,0.590162,1,0.53379,0.797923,0.334485,0.175087,0,0.223347,yes
1,0.80643,0.590162,0.688907,0.35586,0.531949,0.323336,0.052526,0,0.313701,yes
0.720138,0.483858,0.786883,0.344454,0.53379,0.797923,0.326522,0.087543,0,0.213195,yes
0.436447,0.322572,0.196721,0.344454,0.17793,0.265974,0.318558,0,0.642074,0.609127,yes
0.065467,0,0.196721,0,0.35586,0.531949,0.473058,0,0,0.452277,no
0.043645,0,0.393442,0,0.53379,0.531949,0.479429,0,0,0.305579,no
0.043645,0,0.393442,0,0.35586,0.531949,0.473058,0,0,0.452277,no
0.065467,0,0.786883,0,0.35586,0.531949,0.473058,0,0,0.452277,no
1,0.645144,0,0.688907,0.71172,0.797923,0.495357,0.140069,0,0.24289,yes
0.152756,0,0.393442,0.172227,0.35586,0.531949,0.473058,0,0,0.452277,no
0.043645,0,0.393442,0,0.53379,0.531949,0.482615,0,0,0.307609,yes
0.065467,0,0.393442,0,0.53379,0.797923,0.482615,0.105052,0,0.313701,no
0.130934,0.161286,0,0.172227,0,0,0,0,0,0,yes
0.065467,0,0.393442,0,0.53379,0.531949,0.495357,0,0,0.315731,yes
0.043645,0,0.393442,0,0.53379,0.531949,0.495357,0,0,0.315731,yes
0.043645,0,0.393442,0,0.35586,0.531949,0.334485,0.297648,0.642074,0.34568,no
0.152756,0.161286,0.196721,0.172227,0.35586,0.531949,0.334485,0.297648,0,0.34568,no
0.174579,0.161286,0.196721,0.172227,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0.161286,0.196721,0.172227,0.53379,0.797923,0.344042,0.280139,0,0.235529,no
0.043645,0,0.590162,0,0.35586,0.531949,0.342449,0.26263,0,0.350248,no
0.065467,0,0.196721,0,0.35586,0.531949,0.342449,0.26263,0,0.350248,no
0.130934,0.161286,0,0.172227,0,0,0,0,0,0,yes
0.851072,0.483858,0.786883,0.51668,0.53379,0.531949,0.323336,0.052526,0,0.209134,yes
0.087289,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.087289,0,0.393442,0,0.17793,0.265974,0.318558,0,0,0.609127,yes
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.590162,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.196721,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.043645,0,0.590162,0,0.35586,0.531949,0.336078,0.192596,0,0.338066,no
1,0.645144,0,0.688907,0,0,0,0,0,0,yes
0.74196,0.483858,0.983604,0.51668,0.35586,0.531949,0.356785,0.420208,0,0.377659,no
0.261868,0.161286,0.786883,0.172227,0.35586,0.531949,0.326522,0.087543,0,0.319792,no
0.982006,0.645144,0.393442,0.51668,0.35586,0.531949,0.369527,0.560278,0,0.402024,no
1,0.80643,0.590162,0.688907,0.53379,0.797923,0.323336,0.052526,0,0.209134,no
1,0.80643,0.590162,0.688907,0,0,0,0,0,0,yes
0.720138,0.483858,0.786883,0.344454,0,0,0,0,0,0,yes
1,0.483858,0.393442,0.688907,0.17793,0.265974,0.027077,0.087543,0,0.067004,no
1,0.483858,0.590162,0.688907,0.17793,0.265974,0.027077,0.087543,0,0.067004,yes
0.109112,0,0.393442,0,0.17793,0.265974,0.006371,0.035017,0,0.018274,no
0.043645,0,0.393442,0,0.17793,0.265974,0.004778,0.035017,0,0.015228,yes
0.349158,0.161286,0.983604,0.172227,0.17793,0.265974,0.001593,0.070035,0,0.015228,no
0.196401,0.161286,0.786883,0.172227,0,0,0,0,0,0,no
0.065467,0,0.590162,0,0,0,0,0,0,0,no
0.152756,0,0.196721,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,0,no
0.130934,0.161286,0,0.172227,0,0,0,0,0,0,yes
0.065467,0,0.196721,0,0.17793,0.265974,0.038227,0,0,0.073095,no
0.065467,0,0.393442,0,0.17793,0.265974,0.038227,0,0,0.073095,no
0.130934,0.161286,0,0.172227,0,0,0,0,0,0,yes
0.043645,0,0.393442,0,0,0,0,0,0,0,no
0.043645,0,0.196721,0,0,0,0,0,0,0,no
0.065467,0,0.393442,0,0.17793,0.265974,0.117866,0,0,0.225377,no
0.043645,0,0,0,0.17793,0.265974,0.117866,0,0,0.225377,no
0.043645,0,0,0,0.17793,0.265974,0.117866,0,0,0.225377,no
0.152756,0.161286,0,0.172227,0.17793,0.265974,0.117866,0,0,0.225377,no
0.37098,1,0.196721,1,0.17793,0.265974,0.117866,0,0.642074,0.225377,no
0.065467,0,0,0,0.35586,0.531949,0.119459,0.017509,0,0.115734,no
0.021822,0,0,0,0.17793,0.265974,0.148129,0,0,0.283244,no
0.043645,0,0,0,0.17793,0.265974,0.148129,0,0,0.283244,no
0.109112,0.161286,0,0.172227,0.17793,0.265974,0.148129,0,0,0.283244,no
0.327335,0.483858,0.393442,0.51668,0.17793,0.265974,0.148129,0,0,0.283244,no
0.174579,0.161286,0.393442,0.172227,0.17793,0.265974,0.148129,0,0,0.283244,no
0.043645,0,0,0,0.17793,0.265974,0.148129,0,0,0.283244,no
0.109112,0.161286,0.196721,0.172227,0.17793,0.265974,0.148129,0,0,0.283244,no
0,0,0,0,0.17793,0.265974,0.035041,0,0,0.067004,no
0.174579,0.161286,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.174579,0.161286,0,0,0,0,0,0,0,0,no
0.043645,0,0,0,0.17793,0.265974,0.318558,0,0,0.609127,no
0.261868,0.483858,0,0,0.35586,0.531949,0.32015,0.017509,0,0.307609,no
0.327335,0.322572,0.196721,0.344454,0.35586,0.531949,0.323336,0.052526,0,0.313701,no
0.523737,0.322572,0.393442,0.344454,0.17793,0.265974,0.318558,0,0.642074,0.609127,no
